,day,pair_id,batch,entry_ts,ce_k,pe_k,ce_entry,pe_entry,ce_exit,pe_exit,exit_ts,exit_reason,ce_pnl_pts,pe_pnl_pts,pair_pnl_pts,pair_pnl_$
169,20240709,3,1,7496,556.0,555.0,0.725,0.295,0.555,0.345,14099,t1_breach_half,0.16999999999999993,-0.04999999999999999,0.11999999999999994,11.999999999999995
170,20240709,4,2,15899,556.0,555.0,0.625,0.14500000000000002,0.305,0.11499999999999999,19788,t1_eod,0.32,0.030000000000000027,0.35000000000000003,35.0
171,20240709,5,2,15899,556.0,555.0,0.625,0.14500000000000002,0.305,0.11499999999999999,19788,t1_eod,0.32,0.030000000000000027,0.35000000000000003,35.0
172,20240710,0,0,1802,557.0,556.0,0.915,0.355,3.12,0.015,19788,t1_eod,-2.205,0.33999999999999997,-1.8650000000000002,-186.50000000000003
173,20240710,1,0,1802,557.0,556.0,0.915,0.355,3.12,0.015,19788,t1_eod,-2.205,0.33999999999999997,-1.8650000000000002,-186.50000000000003
174,20240712,0,0,10593,560.0,559.0,1.17,0.275,3.55,0.035,15492,t1_breach_half,-2.38,0.24000000000000002,-2.1399999999999997,-213.99999999999997
175,20240712,1,0,10593,560.0,559.0,1.17,0.275,3.535,0.035,15494,t1_breach_half,-2.365,0.24000000000000002,-2.125,-212.5
176,20240715,0,0,4679,563.0,562.0,1.085,0.545,1.85,0.305,6094,t1_breach_half,-0.7650000000000001,0.24000000000000005,-0.5250000000000001,-52.500000000000014
177,20240715,1,0,4679,563.0,562.0,1.085,0.545,1.85,0.305,6096,t1_breach_half,-0.7650000000000001,0.24000000000000005,-0.5250000000000001,-52.500000000000014
178,20240715,2,1,11195,563.0,562.0,0.895,0.635,0.8,0.685,11583,t1_breach_half,0.09499999999999997,-0.050000000000000044,0.04499999999999993,4.499999999999993
179,20240715,3,1,11195,563.0,562.0,0.895,0.635,0.825,0.665,11585,t1_breach_half,0.07000000000000006,-0.030000000000000027,0.040000000000000036,4.0000000000000036
180,20240722,0,0,10601,552.0,551.0,1.145,0.515,0.935,0.615,10896,t1_breach_half,0.20999999999999996,-0.09999999999999998,0.10999999999999999,10.999999999999998
181,20240722,1,0,10601,552.0,551.0,1.145,0.515,0.955,0.625,10898,t1_breach_half,0.19000000000000006,-0.10999999999999999,0.08000000000000007,8.000000000000007
182,20240723,0,0,15940,555.0,554.0,1.085,0.525,0.915,0.46499999999999997,19788,t1_eod,0.16999999999999993,0.06000000000000005,0.22999999999999998,23.0
183,20240723,1,0,15940,555.0,554.0,1.085,0.525,0.915,0.46499999999999997,19788,t1_eod,0.16999999999999993,0.06000000000000005,0.22999999999999998,23.0
184,20240815,0,0,15322,552.0,551.0,0.885,0.255,1.1549999999999998,0.125,19788,t1_eod,-0.2699999999999998,0.13,-0.1399999999999998,-13.999999999999979
185,20240815,1,0,15322,552.0,551.0,0.885,0.255,1.1549999999999998,0.125,19788,t1_eod,-0.2699999999999998,0.13,-0.1399999999999998,-13.999999999999979
186,20240819,0,0,9967,557.0,556.0,0.505,0.545,1.255,0.045,19788,t1_eod,-0.7499999999999999,0.5,-0.2499999999999999,-24.99999999999999
187,20240819,1,0,9967,557.0,556.0,0.505,0.545,1.255,0.045,19788,t1_eod,-0.7499999999999999,0.5,-0.2499999999999999,-24.99999999999999
188,20240820,0,0,11948,559.0,558.0,0.645,0.595,0.345,1.01,12623,t1_breach_half,0.30000000000000004,-0.41500000000000004,-0.11499999999999999,-11.5
189,20240820,1,0,11948,559.0,558.0,0.645,0.595,0.325,1.045,12625,t1_breach_half,0.32,-0.44999999999999996,-0.12999999999999995,-12.999999999999995
190,20240820,2,1,16311,558.0,557.0,0.835,0.215,1.225,0.055,19788,t1_eod,-0.3900000000000001,0.16,-0.23000000000000012,-23.00000000000001
191,20240820,3,1,16311,558.0,557.0,0.835,0.215,1.225,0.055,19788,t1_eod,-0.3900000000000001,0.16,-0.23000000000000012,-23.00000000000001
192,20240821,0,0,11964,560.0,559.0,0.845,0.575,1.075,0.31,16210,t1_breach_half,-0.22999999999999998,0.26499999999999996,0.034999999999999976,3.4999999999999973
193,20240821,1,0,11964,560.0,559.0,0.845,0.575,1.0750000000000002,0.305,16212,t1_breach_half,-0.2300000000000002,0.26999999999999996,0.03999999999999976,3.999999999999976
194,20240826,0,0,11716,562.0,561.0,0.655,0.665,0.405,0.86,13280,t1_breach_half,0.25,-0.19499999999999995,0.05500000000000005,5.500000000000005
195,20240826,1,0,11716,562.0,561.0,0.655,0.665,0.405,0.875,13282,t1_breach_half,0.25,-0.20999999999999996,0.040000000000000036,4.0000000000000036
196,20240913,0,0,16016,563.0,562.0,0.685,0.455,0.325,0.98,16241,t1_breach_half,0.36000000000000004,-0.5249999999999999,-0.16499999999999987,-16.499999999999986
197,20240913,1,0,16016,563.0,562.0,0.685,0.455,0.295,1.05,16243,t1_breach_half,0.39000000000000007,-0.595,-0.2049999999999999,-20.49999999999999
198,20240918,0,0,10911,563.0,562.0,2.9299999999999997,2.495,2.95,2.295,14848,t1_breach_half,-0.020000000000000462,0.20000000000000018,0.17999999999999972,17.99999999999997
199,20240918,1,0,10911,563.0,562.0,2.9299999999999997,2.495,2.955,2.285,14850,t1_breach_half,-0.025000000000000355,0.20999999999999996,0.1849999999999996,18.49999999999996
200,20240923,0,0,15721,569.0,568.0,0.695,0.215,0.6799999999999999,0.07500000000000001,19788,t1_eod,0.015000000000000013,0.13999999999999999,0.155,15.5
201,20240923,1,0,15721,569.0,568.0,0.695,0.215,0.6799999999999999,0.07500000000000001,19788,t1_eod,0.015000000000000013,0.13999999999999999,0.155,15.5
202,20240924,0,0,15531,571.0,570.0,0.375,0.295,0.165,0.425,18226,t1_breach_half,0.21,-0.13,0.07999999999999999,7.999999999999999
203,20240924,1,0,15531,571.0,570.0,0.375,0.295,0.165,0.445,18228,t1_breach_half,0.21,-0.15000000000000002,0.05999999999999997,5.999999999999997
204,20240925,0,0,7670,571.0,570.0,0.805,0.385,0.505,0.575,8551,t1_breach_half,0.30000000000000004,-0.18999999999999995,0.1100000000000001,11.00000000000001
205,20240925,1,0,7670,571.0,570.0,0.805,0.385,0.495,0.595,8553,t1_breach_half,0.31000000000000005,-0.20999999999999996,0.10000000000000009,10.000000000000009
206,20240925,2,1,10353,570.0,569.0,0.995,0.275,0.625,0.435,12635,t1_breach_half,0.37,-0.15999999999999998,0.21000000000000002,21.000000000000004
207,20240925,3,1,10353,570.0,569.0,0.995,0.275,0.575,0.495,12637,t1_breach_half,0.42000000000000004,-0.21999999999999997,0.20000000000000007,20.000000000000007
208,20240926,0,0,15297,572.0,571.0,0.405,0.395,0.6799999999999999,0.165,17407,t1_breach_half,-0.2749999999999999,0.23,-0.0449999999999999,-4.49999999999999
209,20240926,1,0,15297,572.0,571.0,0.405,0.395,0.695,0.165,17409,t1_breach_half,-0.2899999999999999,0.23,-0.059999999999999915,-5.999999999999991
210,20240926,2,1,19232,572.0,571.0,0.455,0.11499999999999999,0.525,0.08499999999999999,19788,t1_eod,-0.07,0.03,-0.04000000000000001,-4.000000000000001
211,20240926,3,1,19232,572.0,571.0,0.455,0.11499999999999999,0.525,0.08499999999999999,19788,t1_eod,-0.07,0.03,-0.04000000000000001,-4.000000000000001
212,20240927,0,0,12440,572.0,571.0,0.845,0.345,0.685,0.445,13261,t1_breach_half,0.15999999999999992,-0.10000000000000003,0.05999999999999989,5.9999999999999885
213,20240927,1,0,12440,572.0,571.0,0.845,0.345,0.685,0.445,13263,t1_breach_half,0.15999999999999992,-0.10000000000000003,0.05999999999999989,5.9999999999999885
214,20240927,2,1,15210,572.0,571.0,0.585,0.335,0.305,0.47,17808,t1_breach_half,0.27999999999999997,-0.13499999999999995,0.14500000000000002,14.500000000000002
215,20240927,3,1,15210,572.0,571.0,0.585,0.335,0.315,0.475,17810,t1_breach_half,0.26999999999999996,-0.13999999999999996,0.13,13.0
216,20240930,0,0,8836,572.0,571.0,0.675,0.695,0.385,0.895,13303,t1_breach_half,0.29000000000000004,-0.20000000000000007,0.08999999999999997,8.999999999999996
217,20240930,1,0,8836,572.0,571.0,0.675,0.695,0.385,0.865,13305,t1_breach_half,0.29000000000000004,-0.17000000000000004,0.12,12.0
218,20240930,2,1,15215,571.0,570.0,0.935,0.405,0.805,0.325,16620,t1_breach_half,0.13,0.08000000000000002,0.21000000000000002,21.000000000000004
219,20240930,3,1,15215,571.0,570.0,0.935,0.405,0.765,0.335,16622,t1_breach_half,0.17000000000000004,0.07,0.24000000000000005,24.000000000000004
220,20241002,0,0,19001,569.0,568.0,0.525,0.315,0.485,0.265,19788,t1_eod,0.040000000000000036,0.04999999999999999,0.09000000000000002,9.000000000000002
221,20241002,1,0,19001,569.0,568.0,0.525,0.315,0.485,0.265,19788,t1_eod,0.040000000000000036,0.04999999999999999,0.09000000000000002,9.000000000000002
222,20241007,0,0,10622,571.0,570.0,0.925,0.505,0.245,0.745,16372,t1_breach_half,0.68,-0.24,0.44000000000000006,44.00000000000001
223,20241007,1,0,10622,571.0,570.0,0.925,0.505,0.255,0.735,16374,t1_breach_half,0.67,-0.22999999999999998,0.44000000000000006,44.00000000000001
224,20241008,0,0,8258,572.0,571.0,0.985,0.585,0.745,0.735,9560,t1_breach_half,0.24,-0.15000000000000002,0.08999999999999997,8.999999999999996
225,20241008,1,0,8258,572.0,571.0,0.985,0.585,0.755,0.725,9566,t1_breach_half,0.22999999999999998,-0.14,0.08999999999999997,8.999999999999996
226,20241008,2,1,11559,572.0,571.0,0.885,0.485,0.485,0.785,13091,t1_breach_half,0.4,-0.30000000000000004,0.09999999999999998,9.999999999999998
227,20241008,3,1,11559,572.0,571.0,0.885,0.485,0.485,0.785,13093,t1_breach_half,0.4,-0.30000000000000004,0.09999999999999998,9.999999999999998
228,20241008,4,2,14893,571.0,570.0,0.985,0.355,1.82,0.035,19788,t1_eod,-0.8350000000000001,0.31999999999999995,-0.5150000000000001,-51.500000000000014
229,20241008,5,2,14893,571.0,570.0,0.985,0.355,1.82,0.035,19788,t1_eod,-0.8350000000000001,0.31999999999999995,-0.5150000000000001,-51.500000000000014
230,20241016,0,0,9117,580.0,579.0,1.0550000000000002,0.335,2.6100000000000003,0.035,18197,t1_breach_half,-1.5550000000000002,0.30000000000000004,-1.2550000000000001,-125.50000000000001
231,20241016,1,0,9117,580.0,579.0,1.0550000000000002,0.335,2.6100000000000003,0.035,18199,t1_breach_half,-1.5550000000000002,0.30000000000000004,-1.2550000000000001,-125.50000000000001
232,20241017,0,0,8432,584.0,583.0,0.9299999999999999,0.425,0.88,0.28500000000000003,13110,t1_breach_half,0.04999999999999993,0.13999999999999996,0.1899999999999999,18.99999999999999
233,20241017,1,0,8432,584.0,583.0,0.9299999999999999,0.425,0.89,0.28500000000000003,13112,t1_breach_half,0.039999999999999925,0.13999999999999996,0.17999999999999988,17.99999999999999
234,20241017,2,1,14912,584.0,583.0,0.8,0.215,0.385,0.64,16504,t1_breach_half,0.41500000000000004,-0.42500000000000004,-0.010000000000000009,-1.0000000000000009
235,20241017,3,1,14912,584.0,583.0,0.8,0.215,0.425,0.615,16506,t1_breach_half,0.37500000000000006,-0.4,-0.024999999999999967,-2.4999999999999964
236,20241017,4,2,19267,583.0,582.0,0.575,0.185,0.665,0.125,19788,t1_eod,-0.09000000000000008,0.06,-0.030000000000000082,-3.000000000000008
237,20241017,5,2,19267,583.0,582.0,0.575,0.185,0.665,0.125,19788,t1_eod,-0.09000000000000008,0.06,-0.030000000000000082,-3.000000000000008
238,20241018,0,0,4921,584.0,583.0,0.665,0.535,0.995,0.045,19788,t1_eod,-0.32999999999999996,0.49000000000000005,0.1600000000000001,16.000000000000007
239,20241018,1,0,4921,584.0,583.0,0.665,0.535,0.995,0.045,19788,t1_eod,-0.32999999999999996,0.49000000000000005,0.1600000000000001,16.000000000000007
240,20241021,0,0,1802,584.0,583.0,0.945,0.525,0.895,0.44,3316,t1_breach_half,0.04999999999999993,0.08500000000000002,0.13499999999999995,13.499999999999995
241,20241021,1,0,1802,584.0,583.0,0.945,0.525,0.895,0.435,3328,t1_breach_half,0.04999999999999993,0.09000000000000002,0.13999999999999996,13.999999999999996
242,20241021,2,1,10647,582.0,581.0,0.875,0.275,0.59,0.07500000000000001,19788,t1_eod,0.28500000000000003,0.2,0.48500000000000004,48.50000000000001
243,20241021,3,1,10647,582.0,581.0,0.875,0.275,0.59,0.07500000000000001,19788,t1_eod,0.28500000000000003,0.2,0.48500000000000004,48.50000000000001
244,20241022,0,0,7976,582.0,581.0,0.895,0.295,2.46,0.045,16381,t1_breach_half,-1.565,0.25,-1.315,-131.5
245,20241022,1,0,7976,582.0,581.0,0.895,0.295,2.4450000000000003,0.045,16383,t1_breach_half,-1.5500000000000003,0.25,-1.3000000000000003,-130.00000000000003
246,20241022,2,1,18183,584.0,583.0,0.265,0.215,0.10500000000000001,0.435,19788,t1_eod,0.16,-0.22,-0.06,-6.0
247,20241022,3,1,18183,584.0,583.0,0.265,0.215,0.10500000000000001,0.435,19788,t1_eod,0.16,-0.22,-0.06,-6.0
248,20241023,0,0,4565,582.0,581.0,0.705,0.725,0.46499999999999997,1.0550000000000002,4920,t1_breach_half,0.24,-0.3300000000000002,-0.09000000000000019,-9.00000000000002
249,20241023,1,0,4565,582.0,581.0,0.705,0.725,0.46499999999999997,1.065,4922,t1_breach_half,0.24,-0.33999999999999997,-0.09999999999999998,-9.999999999999998
250,20241024,0,0,6700,579.0,578.0,1.0950000000000002,0.515,0.865,0.755,6814,t1_breach_half,0.2300000000000002,-0.24,-0.009999999999999787,-0.9999999999999787
251,20241024,1,0,6700,579.0,578.0,1.0950000000000002,0.515,0.86,0.775,6816,t1_breach_half,0.2350000000000002,-0.26,-0.0249999999999998,-2.49999999999998
252,20241024,2,1,14377,579.0,578.0,0.765,0.365,0.48,0.48,16143,t1_breach_half,0.28500000000000003,-0.11499999999999999,0.17000000000000004,17.000000000000004
253,20241024,3,1,14377,579.0,578.0,0.765,0.365,0.485,0.475,16146,t1_breach_half,0.28,-0.10999999999999999,0.17000000000000004,17.000000000000004
254,20241024,4,2,18831,579.0,578.0,0.375,0.275,0.375,0.185,19788,t1_eod,0.0,0.09000000000000002,0.09000000000000002,9.000000000000002
255,20241024,5,2,18831,579.0,578.0,0.375,0.275,0.375,0.185,19788,t1_eod,0.0,0.09000000000000002,0.09000000000000002,9.000000000000002
256,20241025,0,0,9563,582.0,581.0,0.995,0.565,0.475,0.735,13435,t1_breach_half,0.52,-0.17000000000000004,0.35,35.0
257,20241025,1,0,9563,582.0,581.0,0.995,0.565,0.455,0.785,13437,t1_breach_half,0.54,-0.22000000000000008,0.31999999999999995,31.999999999999996
258,20241030,0,0,10993,582.0,581.0,1.16,0.525,0.635,0.88,14439,t1_breach_half,0.5249999999999999,-0.355,0.16999999999999993,16.999999999999993
259,20241030,1,0,10993,582.0,581.0,1.16,0.525,0.665,0.825,14441,t1_breach_half,0.4949999999999999,-0.29999999999999993,0.19499999999999995,19.499999999999996
260,20241030,2,1,19166,581.0,580.0,0.995,0.365,0.885,0.37,19788,t1_eod,0.10999999999999999,-0.0050000000000000044,0.10499999999999998,10.499999999999998
261,20241030,3,1,19166,581.0,580.0,0.995,0.365,0.885,0.37,19788,t1_eod,0.10999999999999999,-0.0050000000000000044,0.10499999999999998,10.499999999999998
262,20241107,0,0,7323,595.0,594.0,1.2850000000000001,1.105,1.2149999999999999,1.145,16219,t1_breach_half,0.07000000000000028,-0.040000000000000036,0.03000000000000025,3.000000000000025
263,20241107,1,0,7323,595.0,594.0,1.2850000000000001,1.105,1.29,1.0550000000000002,16221,t1_breach_half,-0.004999999999999893,0.04999999999999982,0.04499999999999993,4.499999999999993
264,20241108,0,0,6399,598.0,597.0,0.695,0.435,1.06,0.045,19788,t1_eod,-0.3650000000000001,0.39,0.02499999999999991,2.499999999999991
265,20241108,1,0,6399,598.0,597.0,0.695,0.435,1.06,0.045,19788,t1_eod,-0.3650000000000001,0.39,0.02499999999999991,2.499999999999991
266,20241111,0,0,4110,600.0,599.0,0.515,0.525,0.055,1.46,12733,t1_breach_half,0.46,-0.9349999999999999,-0.4749999999999999,-47.49999999999999
267,20241111,1,0,4110,600.0,599.0,0.515,0.525,0.055,1.46,12735,t1_breach_half,0.46,-0.9349999999999999,-0.4749999999999999,-47.49999999999999
268,20241111,2,1,14888,598.0,597.0,0.525,0.215,0.48,0.055,19788,t1_eod,0.04500000000000004,0.16,0.20500000000000004,20.500000000000004
269,20241111,3,1,14888,598.0,597.0,0.525,0.215,0.48,0.055,19788,t1_eod,0.04500000000000004,0.16,0.20500000000000004,20.500000000000004
270,20241112,0,0,7554,597.0,596.0,0.955,0.345,0.645,0.6799999999999999,7761,t1_breach_half,0.30999999999999994,-0.33499999999999996,-0.025000000000000022,-2.500000000000002
271,20241112,1,0,7554,597.0,596.0,0.955,0.345,0.635,0.695,7763,t1_breach_half,0.31999999999999995,-0.35,-0.030000000000000027,-3.0000000000000027
272,20241112,2,1,15639,597.0,596.0,0.605,0.265,1.1,0.045,19788,t1_eod,-0.4950000000000001,0.22000000000000003,-0.2750000000000001,-27.500000000000007
273,20241112,3,1,15639,597.0,596.0,0.605,0.265,1.1,0.045,19788,t1_eod,-0.4950000000000001,0.22000000000000003,-0.2750000000000001,-27.500000000000007
274,20241122,0,0,18482,595.0,594.0,0.735,0.135,0.64,0.08499999999999999,19788,t1_eod,0.09499999999999997,0.05000000000000002,0.145,14.499999999999998
275,20241122,1,0,18482,595.0,594.0,0.735,0.135,0.64,0.08499999999999999,19788,t1_eod,0.09499999999999997,0.05000000000000002,0.145,14.499999999999998
276,20241125,0,0,17154,597.0,596.0,0.705,0.125,0.36,0.22999999999999998,17614,t1_breach_half,0.345,-0.10499999999999998,0.24,24.0
277,20241125,1,0,17154,597.0,596.0,0.705,0.125,0.385,0.215,17616,t1_breach_half,0.31999999999999995,-0.09,0.22999999999999995,22.999999999999996
278,20241125,2,1,19416,597.0,596.0,0.545,0.065,0.415,0.095,19788,t1_eod,0.13000000000000006,-0.03,0.10000000000000006,10.000000000000005
279,20241125,3,1,19416,597.0,596.0,0.545,0.065,0.415,0.095,19788,t1_eod,0.13000000000000006,-0.03,0.10000000000000006,10.000000000000005
280,20241126,0,0,8779,600.0,599.0,0.535,0.405,0.335,0.08499999999999999,19788,t1_eod,0.2,0.32000000000000006,0.52,52.0
281,20241126,1,0,8779,600.0,599.0,0.535,0.405,0.335,0.08499999999999999,19788,t1_eod,0.2,0.32000000000000006,0.52,52.0
282,20241127,0,0,10673,598.0,597.0,0.825,0.265,0.875,0.025,19788,t1_eod,-0.050000000000000044,0.24000000000000002,0.18999999999999997,18.999999999999996
283,20241127,1,0,10673,598.0,597.0,0.825,0.265,0.875,0.025,19788,t1_eod,-0.050000000000000044,0.24000000000000002,0.18999999999999997,18.999999999999996
284,20241129,0,0,1802,601.0,600.0,0.525,0.405,1.4649999999999999,0.01,12587,t1_breach_half,-0.9399999999999998,0.395,-0.5449999999999998,-54.49999999999998
285,20241129,1,0,1802,601.0,600.0,0.525,0.405,1.5350000000000001,0.01,12589,t1_breach_half,-1.0100000000000002,0.395,-0.6150000000000002,-61.50000000000002
286,20241202,0,0,3201,603.0,602.0,0.715,0.405,0.525,0.395,5205,t1_breach_half,0.18999999999999995,0.010000000000000009,0.19999999999999996,19.999999999999996
287,20241202,1,0,3201,603.0,602.0,0.715,0.405,0.505,0.405,5225,t1_breach_half,0.20999999999999996,0.0,0.20999999999999996,20.999999999999996
288,20241202,2,1,7025,603.0,602.0,0.725,0.215,1.01,0.025,19788,t1_eod,-0.28500000000000003,0.19,-0.09500000000000003,-9.500000000000004
289,20241202,3,1,7025,603.0,602.0,0.725,0.215,1.01,0.025,19788,t1_eod,-0.28500000000000003,0.19,-0.09500000000000003,-9.500000000000004
290,20241205,0,0,1802,608.0,607.0,0.605,0.455,0.215,0.415,14284,t1_breach_half,0.39,0.040000000000000036,0.43000000000000005,43.00000000000001
291,20241205,1,0,1802,608.0,607.0,0.605,0.455,0.215,0.415,14286,t1_breach_half,0.39,0.040000000000000036,0.43000000000000005,43.00000000000001
292,20241205,2,1,16102,607.0,606.0,0.7,0.10500000000000001,0.455,0.055,19788,t1_eod,0.24499999999999994,0.05000000000000001,0.29499999999999993,29.499999999999993
293,20241205,3,1,16102,607.0,606.0,0.7,0.10500000000000001,0.455,0.055,19788,t1_eod,0.24499999999999994,0.05000000000000001,0.29499999999999993,29.499999999999993
294,20241206,0,0,3735,609.0,608.0,0.555,0.435,0.185,0.755,6611,t1_breach_half,0.37000000000000005,-0.32,0.050000000000000044,5.000000000000004
295,20241206,1,0,3735,609.0,608.0,0.555,0.435,0.185,0.755,6613,t1_breach_half,0.37000000000000005,-0.32,0.050000000000000044,5.000000000000004
296,20241206,2,1,8413,608.0,607.0,0.545,0.255,0.08499999999999999,0.165,19788,t1_eod,0.4600000000000001,0.09,0.55,55.00000000000001
297,20241206,3,1,8413,608.0,607.0,0.545,0.255,0.08499999999999999,0.165,19788,t1_eod,0.4600000000000001,0.09,0.55,55.00000000000001
298,20241209,0,0,1802,607.0,606.0,0.925,0.225,0.345,0.585,3540,t1_breach_half,0.5800000000000001,-0.36,0.22000000000000008,22.000000000000007
299,20241209,1,0,1802,607.0,606.0,0.925,0.225,0.355,0.575,3542,t1_breach_half,0.5700000000000001,-0.35,0.22000000000000008,22.000000000000007
300,20241209,2,1,7025,606.0,605.0,0.565,0.355,0.065,0.345,19788,t1_eod,0.49999999999999994,0.010000000000000009,0.51,51.0
301,20241209,3,1,7025,606.0,605.0,0.565,0.355,0.065,0.345,19788,t1_eod,0.49999999999999994,0.010000000000000009,0.51,51.0
302,20241211,0,0,4593,607.0,606.0,0.625,0.335,1.04,0.025,19788,t1_eod,-0.41500000000000004,0.31,-0.10500000000000004,-10.500000000000004
303,20241211,1,0,4593,607.0,606.0,0.625,0.335,1.04,0.025,19788,t1_eod,-0.41500000000000004,0.31,-0.10500000000000004,-10.500000000000004
304,20241212,0,0,5277,607.0,606.0,0.515,0.435,0.045,1.05,19788,t1_eod,0.47000000000000003,-0.615,-0.14499999999999996,-14.499999999999996
305,20241212,1,0,5277,607.0,606.0,0.515,0.435,0.045,1.05,19788,t1_eod,0.47000000000000003,-0.615,-0.14499999999999996,-14.499999999999996
306,20241213,0,0,15219,604.0,603.0,0.475,0.175,0.475,0.045,19788,t1_eod,0.0,0.13,0.13,13.0
307,20241213,1,0,15219,604.0,603.0,0.475,0.175,0.475,0.045,19788,t1_eod,0.0,0.13,0.13,13.0
308,20241216,0,0,6004,607.0,606.0,0.515,0.315,0.64,0.025,19788,t1_eod,-0.125,0.29,0.16499999999999998,16.499999999999996
309,20241216,1,0,6004,607.0,606.0,0.515,0.315,0.64,0.025,19788,t1_eod,-0.125,0.29,0.16499999999999998,16.499999999999996
310,20241224,0,0,7213,599.0,598.0,0.605,0.165,0.415,0.185,8659,t1_breach_half,0.19,-0.01999999999999999,0.17,17.0
311,20241224,1,0,7213,599.0,598.0,0.605,0.165,0.435,0.175,8661,t1_breach_half,0.16999999999999998,-0.009999999999999981,0.16,16.0
312,20241224,2,1,13167,601.0,600.0,0.075,0.015,0.26,0.015,13487,t1_eod,-0.185,0.0,-0.185,-18.5
313,20241224,3,1,13167,601.0,600.0,0.075,0.015,0.26,0.015,13487,t1_eod,-0.185,0.0,-0.185,-18.5
314,20250115,0,0,11960,592.0,591.0,0.905,0.665,0.555,1.08,12590,t1_breach_half,0.35,-0.41500000000000004,-0.06500000000000006,-6.500000000000005
315,20250115,1,0,11960,592.0,591.0,0.905,0.665,0.785,0.175,19786,t1_eod,0.12,0.49000000000000005,0.6100000000000001,61.00000000000001
316,20250115,2,1,17167,593.0,592.0,0.595,0.405,0.785,0.175,19786,t1_eod,-0.19000000000000006,0.23000000000000004,0.03999999999999998,3.9999999999999982
317,20250116,0,0,19038,593.0,592.0,0.415,0.355,0.525,0.235,19788,t1_eod,-0.11000000000000004,0.12,0.009999999999999953,0.9999999999999953
318,20250116,1,0,19038,593.0,592.0,0.415,0.355,0.525,0.235,19788,t1_eod,-0.11000000000000004,0.12,0.009999999999999953,0.9999999999999953
319,20250117,0,0,10233,599.0,598.0,0.755,0.605,0.215,0.445,19788,t1_eod,0.54,0.15999999999999998,0.7,70.0
320,20250117,1,0,10233,599.0,598.0,0.755,0.605,0.215,0.445,19788,t1_eod,0.54,0.15999999999999998,0.7,70.0
321,20250123,0,0,1802,606.0,605.0,1.045,0.565,1.29,0.305,6154,t1_breach_half,-0.2450000000000001,0.25999999999999995,0.014999999999999847,1.4999999999999847
322,20250123,1,0,1802,606.0,605.0,1.045,0.565,1.31,0.305,6156,t1_breach_half,-0.2650000000000001,0.25999999999999995,-0.005000000000000171,-0.5000000000000171
323,20250123,2,1,9786,607.0,606.0,0.815,0.275,0.985,0.035,19788,t1_eod,-0.17000000000000004,0.24000000000000002,0.06999999999999998,6.999999999999998
324,20250123,3,1,9786,607.0,606.0,0.815,0.275,0.985,0.035,19788,t1_eod,-0.17000000000000004,0.24000000000000002,0.06999999999999998,6.999999999999998
325,20250204,0,0,15349,601.0,600.0,0.985,0.655,1.01,0.445,19769,t1_breach_half,-0.025000000000000022,0.21000000000000002,0.185,18.5
326,20250204,1,0,15349,601.0,600.0,0.985,0.655,1.1099999999999999,0.395,19771,t1_breach_half,-0.12499999999999989,0.26,0.13500000000000012,13.500000000000012
327,20250206,0,0,5768,605.0,604.0,1.295,0.915,1.205,0.505,13289,t1_breach_half,0.08999999999999986,0.41000000000000003,0.4999999999999999,49.999999999999986
328,20250206,1,0,5768,605.0,604.0,1.295,0.915,1.25,0.49,13291,t1_breach_half,0.04499999999999993,0.42500000000000004,0.47,47.0
329,20250206,2,1,15091,605.0,604.0,1.0750000000000002,0.475,0.505,0.925,18062,t1_breach_half,0.5700000000000002,-0.45000000000000007,0.1200000000000001,12.00000000000001
330,20250206,3,1,15091,605.0,604.0,1.0750000000000002,0.475,0.49,0.96,18064,t1_breach_half,0.5850000000000002,-0.485,0.1000000000000002,10.00000000000002
331,20250211,0,0,6502,605.0,604.0,0.765,0.615,0.255,1.11,9381,t1_breach_half,0.51,-0.4950000000000001,0.014999999999999902,1.4999999999999902
332,20250211,1,0,6502,605.0,604.0,0.765,0.615,0.255,1.125,9383,t1_breach_half,0.51,-0.51,0.0,0.0
333,20250211,2,1,11183,604.0,603.0,0.785,0.435,1.455,0.035,19788,t1_eod,-0.67,0.4,-0.27,-27.0
334,20250211,3,1,11183,604.0,603.0,0.785,0.435,1.455,0.035,19788,t1_eod,-0.67,0.4,-0.27,-27.0
335,20250212,0,0,18921,604.0,603.0,0.28500000000000003,0.275,0.345,0.20500000000000002,19788,t1_eod,-0.05999999999999994,0.07,0.010000000000000064,1.0000000000000064
336,20250212,1,0,18921,604.0,603.0,0.28500000000000003,0.275,0.345,0.20500000000000002,19788,t1_eod,-0.05999999999999994,0.07,0.010000000000000064,1.0000000000000064
337,20250214,0,0,1802,610.0,609.0,1.4849999999999999,0.695,0.525,0.095,19788,t1_eod,0.9599999999999999,0.6,1.5599999999999998,155.99999999999997
338,20250214,1,0,1802,610.0,609.0,1.4849999999999999,0.695,0.525,0.095,19788,t1_eod,0.9599999999999999,0.6,1.5599999999999998,155.99999999999997
339,20250218,0,0,5585,611.0,610.0,0.605,0.615,0.045,1.6,16684,t1_breach_half,0.5599999999999999,-0.9850000000000001,-0.42500000000000016,-42.500000000000014
340,20250218,1,0,5585,611.0,610.0,0.605,0.615,0.045,1.6400000000000001,16686,t1_breach_half,0.5599999999999999,-1.0250000000000001,-0.4650000000000002,-46.50000000000002
